uc_id,eng,phy
1,180.00000000,-17.56000000
1,100.00000000,-9.85000000
1,50.00000000,-4.95000000
2,180.00000000,17.62000000
2,100.00000000,9.87000000
2,50.00000000,4.96000000
3,180.00000000,-17.53000000
3,100.00000000,-9.87000000
3,50.00000000,-4.96000000
4,180.00000000,-17.59000000
4,100.00000000,-9.87000000
4,50.00000000,-4.96000000
5,180.00000000,17.56000000
5,100.00000000,9.86000000
5,50.00000000,4.96000000
6,180.00000000,17.56000000
6,100.00000000,9.87000000
6,50.00000000,4.96000000
7,180.00000000,-17.62000000
7,100.00000000,-9.90000000
7,50.00000000,-4.98000000
8,180.00000000,-17.55000000
8,100.00000000,-9.91000000
8,50.00000000,-4.98000000
9,180.00000000,17.70000000
9,100.00000000,9.92000000
9,50.00000000,4.99000000
10,180.00000000,-17.60000000
10,100.00000000,-9.89000000
10,50.00000000,-4.97000000
11,0.00000000,-0.08300626
11,50.00000000,-28.19263554
11,100.00000000,-54.53542886
11,150.00000000,-66.99082248
11,170.00000000,-69.53236141
11,180.00000000,-70.41851561
11,186.00000000,-70.82774732
11,192.00000000,-71.18159332
11,196.00000000,-71.40620889
11,200.00000000,-71.59697871
12,0.00000000,-0.09389143
12,50.00000000,-28.12800752
12,100.00000000,-54.49144387
12,150.00000000,-66.91716203
12,170.00000000,-69.47716249
12,180.00000000,-70.37716214
12,186.00000000,-70.80573436
12,192.00000000,-71.16573584
12,196.00000000,-71.38287812
12,200.00000000,-71.58859139
13,0.00000000,0.08188309
13,50.00000000,28.19692309
13,100.00000000,54.56923078
13,150.00000000,66.97846156
13,170.00000000,69.51692312
13,180.00000000,70.39384616
13,186.00000000,70.81076926
13,192.00000000,71.17230771
13,196.00000000,71.39076924
13,200.00000000,71.59076926
14,0.00000000,0.06134180
14,50.00000000,28.15233634
14,100.00000000,54.45236061
14,150.00000000,66.95391309
14,170.00000000,69.50776347
14,180.00000000,70.38776091
14,186.00000000,70.80929562
14,192.00000000,71.16622195
14,196.00000000,71.37545575
14,200.00000000,71.57237045
15,0.00000000,0.07758058
15,50.00000000,28.20857291
15,100.00000000,54.58857373
15,150.00000000,67.00286021
15,170.00000000,69.54857435
15,180.00000000,70.41143157
15,186.00000000,70.82571736
15,192.00000000,71.19428865
15,196.00000000,71.40000344
15,200.00000000,71.59428979
16,0.00000000,0.05716930
16,50.00000000,28.13201713
16,100.00000000,54.46575160
16,150.00000000,66.95718738
16,170.00000000,69.51718841
16,180.00000000,70.40861798
16,186.00000000,70.83147300
16,192.00000000,71.19432961
16,196.00000000,71.41433463
16,200.00000000,71.61719138
17,0.00000000,0.07732946
17,50.00000000,28.25200552
17,100.00000000,54.55693389
17,150.00000000,66.99385843
17,170.00000000,69.53539676
17,180.00000000,70.41847496
17,186.00000000,70.83693623
17,192.00000000,71.20001331
17,196.00000000,71.41847472
17,200.00000000,71.61539787
18,0.00000000,0.06174236
18,50.00000000,28.06802266
18,100.00000000,54.34861419
18,150.00000000,66.93719628
18,170.00000000,69.51148504
18,180.00000000,70.41148555
18,186.00000000,70.84291481
18,192.00000000,71.21148645
18,196.00000000,71.43148733
18,200.00000000,71.63148796
19,0.00000000,0.06849648
19,50.00000000,28.19919441
19,100.00000000,54.57724538
19,150.00000000,67.02584050
19,170.00000000,69.57727416
19,180.00000000,70.46298860
19,186.00000000,70.88584698
19,192.00000000,71.24584765
19,196.00000000,71.46299263
19,200.00000000,71.66299211
20,0.00000000,0.05381865
20,50.00000000,28.15816153
20,100.00000000,54.50770676
20,150.00000000,67.02155573
20,170.00000000,69.59694136
20,180.00000000,70.48309475
20,186.00000000,70.90771119
20,192.00000000,71.25848119
20,196.00000000,71.47078703
20,200.00000000,71.66771203
21,180.00000000,17.59000000
21,100.00000000,9.85000000
21,50.00000000,4.93000000
22,-180.00000000,17.65000000
22,-100.00000000,9.85000000
22,-50.00000000,4.93000000
23,180.00000000,17.58000000
23,100.00000000,9.89000000
23,50.00000000,4.96000000
24,180.00000000,17.61000000
24,100.00000000,9.84000000
24,50.00000000,4.92000000
25,180.00000000,17.59000000
25,100.00000000,9.84000000
25,50.00000000,4.93000000
26,-180.00000000,17.44000000
26,-100.00000000,9.73000000
26,-50.00000000,4.87000000
27,180.00000000,17.58000000
27,100.00000000,9.89000000
27,50.00000000,4.96000000
28,180.00000000,17.62000000
28,100.00000000,9.87000000
28,50.00000000,4.93000000
29,100.00000000,321.29000000
29,90.00000000,293.90000000
29,50.00000000,165.89000000
29,25.00000000,83.00000000
30,100.00000000,-321.29000000
30,90.00000000,-293.90000000
30,50.00000000,-165.89000000
30,25.00000000,-83.00000000
31,100.00000000,-328.35000000
31,90.00000000,-303.27000000
31,50.00000000,-172.15000000
31,25.00000000,-85.37000000
32,100.00000000,-328.56000000
32,90.00000000,-303.71000000
32,50.00000000,-172.57000000
32,25.00000000,-85.97000000
33,100.00000000,-328.35000000
33,90.00000000,-303.27000000
33,50.00000000,-172.15000000
33,25.00000000,-85.37000000
34,100.00000000,-328.56000000
34,90.00000000,-303.71000000
34,50.00000000,-172.57000000
34,25.00000000,-85.97000000
35,100.00000000,-328.35000000
35,90.00000000,-303.27000000
35,50.00000000,-172.15000000
35,25.00000000,-85.37000000
36,100.00000000,-328.56000000
36,90.00000000,-303.71000000
36,50.00000000,-172.57000000
36,25.00000000,-85.97000000
37,100.00000000,-328.35000000
37,90.00000000,-303.27000000
37,50.00000000,-172.15000000
37,25.00000000,-85.37000000
38,100.00000000,-328.56000000
38,90.00000000,-303.71000000
38,50.00000000,-172.57000000
38,25.00000000,-85.97000000
39,100.00000000,-328.35000000
39,90.00000000,-303.27000000
39,50.00000000,-172.15000000
39,25.00000000,-85.37000000
40,100.00000000,-328.56000000
40,90.00000000,-303.71000000
40,50.00000000,-172.57000000
40,25.00000000,-85.97000000
41,100.00000000,-328.35000000
41,90.00000000,-303.27000000
41,50.00000000,-172.15000000
41,25.00000000,-85.37000000
42,100.00000000,-328.56000000
42,90.00000000,-303.71000000
42,50.00000000,-172.57000000
42,25.00000000,-85.97000000
43,100.00000000,-328.35000000
43,90.00000000,-303.27000000
43,50.00000000,-172.15000000
43,25.00000000,-85.37000000
44,100.00000000,-328.56000000
44,90.00000000,-303.71000000
44,50.00000000,-172.57000000
44,25.00000000,-85.97000000
45,100.00000000,-328.35000000
45,90.00000000,-303.27000000
45,50.00000000,-172.15000000
45,25.00000000,-85.37000000
46,100.00000000,-328.56000000
46,90.00000000,-303.71000000
46,50.00000000,-172.57000000
46,25.00000000,-85.97000000
47,100.00000000,-328.35000000
47,90.00000000,-303.27000000
47,50.00000000,-172.15000000
47,25.00000000,-85.37000000
48,100.00000000,-328.56000000
48,90.00000000,-303.71000000
48,50.00000000,-172.57000000
48,25.00000000,-85.97000000
49,100.00000000,-328.35000000
49,90.00000000,-303.27000000
49,50.00000000,-172.15000000
49,25.00000000,-85.37000000
50,100.00000000,-328.56000000
50,90.00000000,-303.71000000
50,50.00000000,-172.57000000
50,25.00000000,-85.97000000
51,100.00000000,-328.35000000
51,90.00000000,-303.27000000
51,50.00000000,-172.15000000
51,25.00000000,-85.37000000
52,100.00000000,-328.56000000
52,90.00000000,-303.71000000
52,50.00000000,-172.57000000
52,25.00000000,-85.97000000
53,100.00000000,-328.35000000
53,90.00000000,-303.27000000
53,50.00000000,-172.15000000
53,25.00000000,-85.37000000
54,100.00000000,-328.56000000
54,90.00000000,-303.71000000
54,50.00000000,-172.57000000
54,25.00000000,-85.97000000
55,100.00000000,-328.35000000
55,90.00000000,-303.27000000
55,50.00000000,-172.15000000
55,25.00000000,-85.37000000
56,100.00000000,-328.56000000
56,90.00000000,-303.71000000
56,50.00000000,-172.57000000
56,25.00000000,-85.97000000
57,100.00000000,-328.35000000
57,90.00000000,-303.27000000
57,50.00000000,-172.15000000
57,25.00000000,-85.37000000
58,100.00000000,-328.56000000
58,90.00000000,-303.71000000
58,50.00000000,-172.57000000
58,25.00000000,-85.97000000
59,100.00000000,-328.35000000
59,90.00000000,-303.27000000
59,50.00000000,-172.15000000
59,25.00000000,-85.37000000
60,100.00000000,-328.56000000
60,90.00000000,-303.71000000
60,50.00000000,-172.57000000
60,25.00000000,-85.97000000
61,100.00000000,-328.35000000
61,90.00000000,-303.27000000
61,50.00000000,-172.15000000
61,25.00000000,-85.37000000
62,100.00000000,-328.56000000
62,90.00000000,-303.71000000
62,50.00000000,-172.57000000
62,25.00000000,-85.97000000
63,100.00000000,-328.35000000
63,90.00000000,-303.27000000
63,50.00000000,-172.15000000
63,25.00000000,-85.37000000
64,100.00000000,-328.56000000
64,90.00000000,-303.71000000
64,50.00000000,-172.57000000
64,25.00000000,-85.97000000
65,100.00000000,-328.35000000
65,90.00000000,-303.27000000
65,50.00000000,-172.15000000
65,25.00000000,-85.37000000
66,100.00000000,-328.56000000
66,90.00000000,-303.71000000
66,50.00000000,-172.57000000
66,25.00000000,-85.97000000
67,100.00000000,-328.35000000
67,90.00000000,-303.27000000
67,50.00000000,-172.15000000
67,25.00000000,-85.37000000
68,100.00000000,-328.56000000
68,90.00000000,-303.71000000
68,50.00000000,-172.57000000
68,25.00000000,-85.97000000
69,100.00000000,-328.35000000
69,90.00000000,-303.27000000
69,50.00000000,-172.15000000
69,25.00000000,-85.37000000
70,100.00000000,-328.56000000
70,90.00000000,-303.71000000
70,50.00000000,-172.57000000
70,25.00000000,-85.97000000
71,100.00000000,-328.35000000
71,90.00000000,-303.27000000
71,50.00000000,-172.15000000
71,25.00000000,-85.37000000
72,100.00000000,-328.56000000
72,90.00000000,-303.71000000
72,50.00000000,-172.57000000
72,25.00000000,-85.97000000
73,100.00000000,-328.35000000
73,90.00000000,-303.27000000
73,50.00000000,-172.15000000
73,25.00000000,-85.37000000
74,100.00000000,-328.56000000
74,90.00000000,-303.71000000
74,50.00000000,-172.57000000
74,25.00000000,-85.97000000
75,100.00000000,-328.35000000
75,90.00000000,-303.27000000
75,50.00000000,-172.15000000
75,25.00000000,-85.37000000
76,100.00000000,-328.56000000
76,90.00000000,-303.71000000
76,50.00000000,-172.57000000
76,25.00000000,-85.97000000
77,100.00000000,321.29000000
77,90.00000000,293.90000000
77,50.00000000,165.89000000
77,25.00000000,83.00000000
78,100.00000000,-321.29000000
78,90.00000000,-293.90000000
78,50.00000000,-165.89000000
78,25.00000000,-83.00000000
79,100.00000000,321.29000000
79,90.00000000,293.90000000
79,50.00000000,165.89000000
79,25.00000000,83.00000000
80,0.00000000,8.56174775
80,15.00000000,248.17716610
80,30.00000000,486.30862520
80,40.00000000,650.22864370
80,50.00000000,811.14293320
80,60.00000000,971.88581270
80,70.00000000,1132.17151900
80,80.00000000,1291.65724200
80,90.00000000,1450.85732600
80,100.00000000,1609.14302500
81,0.00000000,8.60900660
81,15.00000000,248.11975860
81,30.00000000,489.79636830
81,40.00000000,650.08815890
81,50.00000000,810.99210240
81,60.00000000,971.66282920
81,70.00000000,1131.77954100
81,80.00000000,1291.28415100
81,90.00000000,1450.40971500
81,100.00000000,1608.63139200
82,0.00000000,-8.15104615
82,15.00000000,-250.28002410
82,30.00000000,-490.81657160
82,40.00000000,-650.96225830
82,50.00000000,-811.22505700
82,60.00000000,-971.48754140
82,70.00000000,-1131.37109000
82,80.00000000,-1290.70063700
82,90.00000000,-1449.53454500
82,100.00000000,-1607.43553000
83,0.00000000,-8.80156059
83,15.00000000,-250.62384330
83,30.00000000,-490.54946800
83,40.00000000,-650.21136840
83,50.00000000,-810.44808030
83,60.00000000,-970.61713520
83,70.00000000,-1130.17756800
83,80.00000000,-1289.36610000
83,90.00000000,-1447.91217200
83,100.00000000,-1605.84963500
84,0.00000000,-8.20408333
84,15.00000000,-247.67073580
84,30.00000000,-489.41733580
84,40.00000000,-649.67980140
84,50.00000000,-810.29220670
84,60.00000000,-970.87530360
84,70.00000000,-1130.72974200
84,80.00000000,-1290.17593200
84,90.00000000,-1448.98067900
84,100.00000000,-1607.40650200
85,0.00000000,-8.14781843
85,15.00000000,-247.72080300
85,30.00000000,-489.35996960
85,40.00000000,-649.44819520
85,50.00000000,-810.14804060
85,60.00000000,-970.61504370
85,70.00000000,-1130.35320300
85,80.00000000,-1289.74138300
85,90.00000000,-1448.60478800
85,100.00000000,-1606.68096700
86,0.00000000,-8.78072719
86,15.00000000,-248.37603050
86,30.00000000,-489.87466270
86,40.00000000,-650.11189330
86,50.00000000,-810.82254650
86,60.00000000,-971.56699690
86,70.00000000,-1131.63500600
86,80.00000000,-1291.26360800
86,90.00000000,-1450.24967800
86,100.00000000,-1609.00026900
87,0.00000000,-8.45765665
87,15.00000000,-248.22320390
87,30.00000000,-489.94088590
87,40.00000000,-650.17758710
87,50.00000000,-810.95528360
87,60.00000000,-971.56390010
87,70.00000000,-1131.49628100
87,80.00000000,-1295.45232100
87,90.00000000,-1452.30779000
87,100.00000000,-1609.29849400
88,0.00000000,8.00904479
88,15.00000000,249.95373310
88,30.00000000,490.35068740
88,40.00000000,650.14685290
88,50.00000000,810.43867110
88,60.00000000,970.75963780
88,70.00000000,1130.41013500
88,80.00000000,1289.73987400
88,90.00000000,1448.28241000
88,100.00000000,1606.41683000
89,0.00000000,8.53230360
89,15.00000000,248.25702280
89,30.00000000,490.00858390
89,40.00000000,650.21149590
89,50.00000000,811.09062990
89,60.00000000,971.76690240
89,70.00000000,1131.90215200
89,80.00000000,1291.56403600
89,90.00000000,1450.51592000
89,100.00000000,1608.75773700
90,100.00000000,321.29000000
90,90.00000000,293.90000000
90,50.00000000,165.89000000
90,25.00000000,83.00000000
91,100.00000000,-321.29000000
91,90.00000000,-293.90000000
91,50.00000000,-165.89000000
91,25.00000000,-83.00000000
92,100.00000000,-321.29000000
92,90.00000000,-293.90000000
92,50.00000000,-165.89000000
92,25.00000000,-83.00000000
93,100.00000000,-321.29000000
93,90.00000000,-293.90000000
93,50.00000000,-165.89000000
93,25.00000000,-83.00000000
94,100.00000000,-321.29000000
94,90.00000000,-293.90000000
94,50.00000000,-165.89000000
94,25.00000000,-83.00000000
95,100.00000000,-321.29000000
95,90.00000000,-293.90000000
95,50.00000000,-165.89000000
95,25.00000000,-83.00000000
96,100.00000000,-321.29000000
96,90.00000000,-293.90000000
96,50.00000000,-165.89000000
96,25.00000000,-83.00000000
97,100.00000000,-321.29000000
97,90.00000000,-293.90000000
97,50.00000000,-165.89000000
97,25.00000000,-83.00000000
98,100.00000000,-321.29000000
98,90.00000000,-293.90000000
98,50.00000000,-165.89000000
98,25.00000000,-83.00000000
99,100.00000000,-321.29000000
99,90.00000000,-293.90000000
99,50.00000000,-165.89000000
99,25.00000000,-83.00000000
100,100.00000000,-321.29000000
100,90.00000000,-293.90000000
100,50.00000000,-165.89000000
100,25.00000000,-83.00000000
101,100.00000000,-321.29000000
101,90.00000000,-293.90000000
101,50.00000000,-165.89000000
101,25.00000000,-83.00000000
102,100.00000000,-321.29000000
102,90.00000000,-293.90000000
102,50.00000000,-165.89000000
102,25.00000000,-83.00000000
103,100.00000000,-321.29000000
103,90.00000000,-293.90000000
103,50.00000000,-165.89000000
103,25.00000000,-83.00000000
104,100.00000000,-321.29000000
104,90.00000000,-293.90000000
104,50.00000000,-165.89000000
104,25.00000000,-83.00000000
105,100.00000000,-321.29000000
105,90.00000000,-293.90000000
105,50.00000000,-165.89000000
105,25.00000000,-83.00000000
106,100.00000000,-321.29000000
106,90.00000000,-293.90000000
106,50.00000000,-165.89000000
106,25.00000000,-83.00000000
107,100.00000000,-321.29000000
107,90.00000000,-293.90000000
107,50.00000000,-165.89000000
107,25.00000000,-83.00000000
108,100.00000000,-321.29000000
108,90.00000000,-293.90000000
108,50.00000000,-165.89000000
108,25.00000000,-83.00000000
109,100.00000000,-321.29000000
109,90.00000000,-293.90000000
109,50.00000000,-165.89000000
109,25.00000000,-83.00000000
110,200.00000000,-321.29000000
110,180.00000000,-293.90000000
110,100.00000000,-165.89000000
110,50.00000000,-83.00000000
111,100.00000000,-321.29000000
111,90.00000000,-293.90000000
111,50.00000000,-165.89000000
111,25.00000000,-83.00000000
112,100.00000000,-321.29000000
112,90.00000000,-293.90000000
112,50.00000000,-165.89000000
112,25.00000000,-83.00000000
113,135.19800000,0.13661658
113,270.04000000,0.27283567
113,405.80000000,0.41058288
113,540.00000000,0.54710257
113,675.20000000,0.68522869
113,810.00000000,0.82345088
113,945.20000000,0.96278151
113,1080.00000000,1.10181138
113,1215.60000000,1.23561786
113,1350.60000000,1.34918884
113,1470.20000000,1.43888247
114,0.00000000,0.49221301
114,200.00000000,0.56765326
115,0.00000000,0.72296240
115,200.00000000,0.84921032
117,0.00000000,0.00000000
117,1.00000000,0.15210000
118,0.00000000,0.00000000
118,1.00000000,0.16260000
119,0.00000000,0.00000000
119,1.00000000,0.15960000
120,0.00000000,0.00000000
120,1.00000000,0.15210000
121,0.00000000,0.00000000
121,5.00000000,1.11160319
122,0.00000000,0.00000000
122,5.00000000,1.12043932
123,0.00000000,0.00000000
123,5.00000000,1.11075847
124,0.00000000,0.00000000
124,5.00000000,1.10404701
125,0.00000000,0.00000000
125,5.00000000,1.10451337
126,0.00000000,0.00000000
126,5.00000000,1.11669230
127,0.00000000,0.00000000
127,1.00000000,0.15210000
128,0.00000000,0.00000000
128,1.00000000,0.16260000
129,0.00000000,0.00000000
129,1.00000000,0.15960000
130,0.00000000,0.00000000
130,1.00000000,0.15210000
131,0.00000000,0.00000000
131,1.00000000,0.15210000
132,0.00000000,0.00000000
132,1.00000000,0.16260000
133,0.00000000,0.00000000
133,1.00000000,0.15960000
134,0.00000000,0.00000000
134,1.00000000,0.15210000
135,0.00000000,0.00000000
135,1.00000000,0.15210000
136,0.00000000,0.00000000
136,1.00000000,0.16260000
137,0.00000000,0.00000000
137,1.00000000,0.15960000
138,0.00000000,0.00000000
138,1.00000000,0.15210000
139,0.00000000,0.00000000
139,1.00000000,0.15210000
140,0.00000000,0.00000000
140,1.00000000,0.16260000
141,0.00000000,0.00000000
141,1.00000000,0.15960000
142,0.00000000,0.00000000
142,1.00000000,0.15210000
143,0.00000000,0.00000000
143,1.00000000,0.15210000
144,0.00000000,0.00000000
144,1.00000000,0.16260000
145,0.00000000,0.00000000
145,1.00000000,0.15960000
146,0.00000000,0.00000000
146,1.00000000,0.15210000
147,0.00000000,0.00000000
147,1.00000000,0.15210000
148,0.00000000,0.00000000
148,1.00000000,0.16260000
149,0.00000000,0.00000000
149,1.00000000,0.15960000
150,0.00000000,0.00000000
150,1.00000000,0.15210000
151,0.00000000,0.00000000
151,1.00000000,0.15210000
152,0.00000000,0.00000000
152,1.00000000,0.16260000
153,0.00000000,0.00000000
153,1.00000000,0.15960000
154,0.00000000,0.00000000
154,1.00000000,0.15210000
155,0.00000000,0.00000000
155,1.00000000,0.15210000
156,0.00000000,0.00000000
156,1.00000000,0.16260000
157,0.00000000,0.00000000
157,1.00000000,0.15960000
158,0.00000000,0.00000000
158,1.00000000,0.15210000
159,0.00000000,0.00000000
159,1.00000000,0.15210000
160,0.00000000,0.00000000
160,1.00000000,0.16260000
161,0.00000000,0.00000000
161,1.00000000,0.15960000
162,0.00000000,0.00000000
162,1.00000000,0.15210000
163,0.00000000,0.00000000
163,1.00000000,0.15210000
164,0.00000000,0.00000000
164,1.00000000,0.16260000
165,0.00000000,0.00000000
165,1.00000000,0.15960000
166,0.00000000,0.00000000
166,1.00000000,0.15210000
167,0.00000000,0.00000000
167,1.00000000,0.15210000
168,0.00000000,0.00000000
168,1.00000000,0.16260000
169,0.00000000,0.00000000
169,1.00000000,0.15960000
170,0.00000000,0.00000000
170,1.00000000,0.15210000
171,0.00000000,0.00000000
171,1.00000000,0.15210000
172,0.00000000,0.00000000
172,1.00000000,0.16260000
173,0.00000000,0.00000000
173,1.00000000,0.15960000
174,0.00000000,0.00000000
174,1.00000000,0.15210000
175,0.00000000,0.00000000
175,1.00000000,0.15210000
176,0.00000000,0.00000000
176,1.00000000,0.16260000
177,0.00000000,0.00000000
177,1.00000000,0.15960000
178,0.00000000,0.00000000
178,1.00000000,0.15210000
179,0.00000000,0.00000000
179,1.00000000,0.15210000
180,0.00000000,0.00000000
180,1.00000000,0.16260000
181,0.00000000,0.00000000
181,1.00000000,0.15960000
182,0.00000000,0.00000000
182,1.00000000,0.15210000
183,0.00000000,0.00000000
183,1.00000000,0.15210000
184,0.00000000,0.00000000
184,1.00000000,0.16260000
185,0.00000000,0.00000000
185,1.00000000,0.15960000
186,0.00000000,0.00000000
186,1.00000000,0.15210000
187,0.00000000,0.00000000
187,1.00000000,0.15210000
188,0.00000000,0.00000000
188,1.00000000,0.16260000
189,0.00000000,0.00000000
189,1.00000000,0.15960000
190,0.00000000,0.00000000
190,1.00000000,0.15210000
191,0.00000000,0.00000000
191,1.00000000,0.15210000
192,0.00000000,0.00000000
192,1.00000000,0.16260000
193,0.00000000,0.00000000
193,1.00000000,0.15960000
194,0.00000000,0.00000000
194,1.00000000,0.15210000
195,0.00000000,0.00000000
195,1.00000000,0.15210000
196,0.00000000,0.00000000
196,1.00000000,0.16260000
197,0.00000000,0.00000000
197,1.00000000,0.15960000
198,0.00000000,0.00000000
198,1.00000000,0.15210000
199,0.00000000,0.00000000
199,1.00000000,0.15210000
200,0.00000000,0.00000000
200,1.00000000,0.16260000
201,0.00000000,0.00000000
201,1.00000000,0.15960000
202,0.00000000,0.00000000
202,1.00000000,0.15210000
203,0.00000000,0.00000000
203,1.00000000,0.15210000
204,0.00000000,0.00000000
204,1.00000000,0.16260000
205,0.00000000,0.00000000
205,1.00000000,0.15960000
206,0.00000000,0.00000000
206,1.00000000,0.15210000
207,0.00000000,0.00000000
207,1.00000000,0.15210000
208,0.00000000,0.00000000
208,1.00000000,0.16260000
209,0.00000000,0.00000000
209,1.00000000,0.15960000
210,0.00000000,0.00000000
210,1.00000000,0.15210000
211,0.00000000,0.00000000
211,1.00000000,0.15210000
212,0.00000000,0.00000000
212,1.00000000,0.16260000
213,0.00000000,0.00000000
213,1.00000000,0.15960000
214,0.00000000,0.00000000
214,1.00000000,0.15210000
